project_id,project_code,project_name,client_name,project_status,start_date,end_date,updated_at
326,PRJ-000326,Target Magnetic E-Markets Program,Mcgee-Jensen,On Hold,2020-07-14,,2020-08-07 15:37:00
3382,PRJ-003382,Generate Distributed Communities Program,White-Gomez,Planned,2026-10-14,,2027-01-04 03:21:00
4043,PRJ-004043,Innovate Real-Time Info-Mediaries Program,Williamson-Barker,Active,2026-08-09,2027-07-07,2026-08-30 14:35:00
3732,PRJ-003732,Envisioneer Virtual Markets Program,Thompson PLC,Active,2026-08-19,2027-12-27,2026-11-13 03:09:00
515,PRJ-000515,Enhance Cross-Platform Communities Program,Jones PLC,Active,2026-01-21,,2026-02-15 23:18:00
381,PRJ-000381,Deploy Granular Eyeballs Program,Griffin-Williams,Active,2025-05-14,2025-07-01,2025-09-09 17:33:00
4970,PRJ-003189,Seize Robust Technologies Program Refresh,"Rhodes, Gross and Williamson",Completed,2019-10-18,2020-11-12,2020-07-12 04:22:00
3849,PRJ-003849,Deploy Cutting-Edge Niches Program,Medina-Meyer,On Hold,2025-12-21,2026-03-28,2026-03-08 07:25:00
4898,PRJ-002056,Seize Enterprise Architectures Program Refresh,"Jenkins, Alexander and Patterson",Planned,2019-05-29,2020-08-20,2020-01-09 09:21:00
2353,PRJ-002353,Generate Customized Portals Program,Richards PLC,Planned,2023-12-18,2025-04-09,2024-03-06 00:21:00
1734,PRJ-001734,E-Enable Innovative Channels Program,"Reed, Delacruz and Huerta",Completed,2025-05-26,2027-01-09,2025-07-08 14:59:00
1788,PRJ-001788,Synergize Magnetic Convergence Program,Coleman-Sweeney,Active,2025-05-03,,2025-06-03 01:02:00
1281,PRJ-001281,Implement Customized Mindshare Program,Murillo-Jones,Completed,2021-01-10,2021-09-11,2021-03-23 03:45:00
4956,PRJ-000121,Innovate Killer E-Markets Program Refresh,Lewis-Chang,Active,2023-07-06,,2024-01-22 15:50:00
3934,PRJ-003934,E-Enable Cutting-Edge E-Business Program,Berry-Zimmerman,Completed,2020-11-04,,2020-12-27 16:58:00
4200,PRJ-004200,Re-Contextualize End-To-End Applications Program,Scott-Orr,Planned,2018-09-20,2020-01-22,2018-12-20 00:05:00
4075,PRJ-004075,Re-Intermediate Frictionless Web Services Program,Malone-Myers,Completed,2025-09-09,2026-12-01,2025-10-02 15:51:00
2681,PRJ-002681,Grow Distributed Paradigms Program,"Leon, Cherry and Thomas",Planned,2026-03-04,2027-01-05,2026-05-26 21:33:00
1322,PRJ-001322,Integrate Bricks-And-Clicks Mindshare Program,"Hopkins, Johnson and Ballard",On Hold,2019-02-10,2020-02-12,2019-03-25 11:19:00
28,PRJ-000028,Extend Clicks-And-Mortar Supply-Chains Program,Smith-Terry,Planned,2019-04-08,2020-04-20,2019-08-02 15:09:00
1282,PRJ-001282,Optimize 24/7 Deliverables Program,Lee-Rush,Planned,2020-07-10,2022-05-23,2020-08-30 07:30:00
1860,PRJ-001860,Brand Interactive Models Program,Smith-Martinez,Planned,2018-04-16,,2018-06-24 15:14:00
4738,PRJ-002835,Exploit Killer E-Business Program Refresh,Watson LLC,Cancelled,2023-12-07,2024-04-29,2024-08-30 12:39:00
2293,PRJ-002293,Visualize Bleeding-Edge E-Markets Program,"Pham, Christensen and Bradley",Active,2022-11-03,,2023-02-27 15:14:00
3117,PRJ-003117,Matrix Wireless Technologies Program,Gay-Jackson,On Hold,2021-07-02,2023-11-06,2021-09-09 21:41:00
4179,PRJ-004179,Brand Cutting-Edge Channels Program,"Brandt, Curtis and Norris",Active,2020-06-09,2021-11-23,2020-07-01 03:45:00
3854,PRJ-003854,Grow Magnetic Web-Readiness Program,Lewis and Sons,Cancelled,2023-08-05,2025-12-08,2023-08-14 16:46:00
4906,PRJ-001471,Mesh Out-Of-The-Box Vortals Program Refresh,"Patel, Rivera and Murray",Active,2026-10-25,2028-11-19,2027-01-03 23:55:00
2234,PRJ-002234,Unleash Impactful Supply-Chains Program,Luna-Lopez,On Hold,2019-02-16,2019-07-29,2019-06-15 07:21:00
2206,PRJ-002206,Monetize Virtual E-Tailers Program,"Harris, Cook and May",On Hold,2019-06-01,2021-01-17,2019-06-04 20:52:00
827,PRJ-000827,Architect B2B Vortals Program,Jackson Group,Planned,2020-03-29,2021-01-11,2020-05-05 05:55:00
360,PRJ-000360,Brand Dot-Com Platforms Program,Andrews Inc,Planned,2021-03-15,2021-09-02,2021-03-17 03:44:00
2343,PRJ-002343,Synthesize Intuitive Supply-Chains Program,Evans PLC,Active,2019-10-09,2019-12-29,2019-11-09 15:20:00
940,PRJ-000940,Benchmark Vertical Interfaces Program,Montgomery-Allen,Completed,2020-11-23,,2021-02-12 17:16:00
507,PRJ-000507,Incentivize Collaborative Functionalities Program,Davis Inc,Active,2021-09-10,2022-05-27,2021-11-19 23:16:00
948,PRJ-000948,Synthesize Transparent Web-Readiness Program,"Roberts, Miller and Taylor",Cancelled,2025-09-30,2026-04-18,2025-10-07 22:20:00
136,PRJ-000136,Generate Proactive Models Program,Ellis Group,On Hold,2025-09-16,,2025-11-12 12:03:00
778,PRJ-000778,Synthesize Back-End Mindshare Program,Woods Group,Planned,2024-04-27,2026-04-01,2024-08-15 10:06:00
364,PRJ-000364,Enable Web-Enabled Applications Program,"Lane, Myers and Hawkins",Completed,2025-06-01,2026-06-14,2025-06-14 13:23:00
626,PRJ-000626,Orchestrate Innovative Relationships Program,Johnson-Yang,Active,2023-08-20,,2023-09-30 10:59:00
376,PRJ-000376,Integrate Customized Niches Program,Hawkins-Bradford,Active,2020-11-04,2021-03-16,2020-12-23 15:13:00
1787,PRJ-001787,Facilitate Plug-And-Play Functionalities Program,"Carter, Sharp and Ramsey",Completed,2019-04-05,,2019-04-07 11:01:00
1668,PRJ-001668,Empower Revolutionary Interfaces Program,Taylor-Peterson,On Hold,2023-09-09,2025-03-12,2023-12-01 17:20:00
1920,PRJ-001920,Monetize Out-Of-The-Box Users Program,Williams-Sharp,Planned,2020-04-15,2022-07-14,2020-07-10 10:32:00
4439,PRJ-000319,Monetize B2B E-Tailers Program Refresh,Kline LLC,On Hold,2023-05-31,2024-10-22,2023-11-26 07:07:00
4287,PRJ-000839,Monetize 24/365 Eyeballs Program Refresh,Reese-Lam,On Hold,2025-03-11,,2025-11-25 19:21:00
3176,PRJ-003176,Iterate Turn-Key Web-Readiness Program,"Sawyer, Davidson and Brown",Active,2018-02-19,2018-07-05,2018-03-21 21:19:00
1930,PRJ-001930,Unleash World-Class Eyeballs Program,Brewer Group,On Hold,2025-10-05,,2026-01-11 11:14:00
2551,PRJ-002551,Seize Cutting-Edge Partnerships Program,"Davenport, Pena and Davis",Cancelled,2025-03-22,2027-07-01,2025-04-20 11:25:00
775,PRJ-000775,Scale Revolutionary Content Program,Gillespie-Reese,Cancelled,2018-12-20,2019-07-24,2019-04-13 20:29:00
1177,PRJ-001177,Re-Contextualize Interactive Models Program,"Roberts, Watkins and Taylor",Cancelled,2022-07-08,2024-07-29,2022-10-09 13:00:00
2578,PRJ-002578,Seize Bleeding-Edge Technologies Program,"Davis, Hernandez and Rangel",Completed,2019-09-06,2021-01-06,2019-12-15 05:19:00
2985,PRJ-002985,Exploit Cutting-Edge Portals Program,Tapia-Saunders,Active,2022-03-30,,2022-04-28 07:48:00
2667,PRJ-002667,Exploit One-To-One E-Services Program,Velasquez Ltd,Active,2019-01-29,,2019-03-07 16:35:00
932,PRJ-000932,Matrix Turn-Key Bandwidth Program,"Davis, Allen and Hines",Cancelled,2024-11-16,,2024-12-28 07:33:00
4156,PRJ-004156,Engineer Next-Generation Technologies Program,Johnson-Stewart,Planned,2019-08-04,,2019-09-10 19:30:00
600,PRJ-000600,Grow Cross-Media Bandwidth Program,Silva PLC,Completed,2025-10-30,,2025-10-31 12:38:00
362,PRJ-000362,Reinvent Granular Experiences Program,Arnold Ltd,Completed,2026-12-22,,2027-04-05 14:46:00
4556,PRJ-001751,Brand Interactive Infrastructures Program Refresh,"Graham, Nguyen and Hansen",Active,2022-10-19,,2023-07-27 04:02:00
3394,PRJ-003394,Syndicate Strategic Roi Program,"Kennedy, Powers and Williams",Active,2021-05-25,,2021-06-27 22:31:00
220,PRJ-000220,Syndicate Web-Enabled Markets Program,"Robinson, Oneal and Wilson",Cancelled,2021-08-04,2022-05-30,2021-11-30 08:57:00
1630,PRJ-001630,Deploy Viral Supply-Chains Program,Sharp-Bauer,Planned,2024-09-22,2025-08-18,2024-11-24 01:48:00
3533,PRJ-003533,Target Value-Added Web Services Program,Mercado-Robertson,Active,2022-06-08,2024-03-26,2022-07-07 01:09:00
4478,PRJ-001572,Enhance Impactful E-Services Program Refresh,"James, Hall and Davis",Active,2020-12-18,,2021-10-09 09:38:00
296,PRJ-000296,Empower End-To-End Content Program,Bryant-Blackburn,Completed,2019-10-20,2021-09-01,2019-11-17 16:32:00
1859,PRJ-001859,Grow Interactive Web Services Program,Charles-Price,Active,2024-03-13,2024-06-01,2024-05-25 22:12:00
1613,PRJ-001613,Visualize Dynamic Web Services Program,"Harrison, Thomas and West",On Hold,2019-07-12,,2019-09-20 00:32:00
862,PRJ-000862,Transform Viral Methodologies Program,"Lopez, Wright and Soto",Planned,2020-06-30,2022-05-29,2020-08-11 09:28:00
1190,PRJ-001190,Leverage Bricks-And-Clicks Interfaces Program,"Medina, Martin and Hawkins",On Hold,2025-04-02,,2025-05-26 17:29:00
4142,PRJ-004142,Incubate Ubiquitous Users Program,"Smith, Lopez and Walker",On Hold,2021-02-01,2022-05-01,2021-03-02 16:48:00
1675,PRJ-001675,Architect Synergistic Solutions Program,Kirk-Morrow,On Hold,2019-12-21,2021-11-01,2020-02-13 06:08:00
2269,PRJ-002269,Target Front-End Architectures Program,"Hamilton, Knight and Tran",Planned,2020-05-04,,2020-07-18 21:50:00
3041,PRJ-003041,Generate Revolutionary Users Program,Estrada LLC,Active,2019-12-15,2021-04-26,2020-03-30 08:22:00
366,PRJ-000366,Incentivize Value-Added Web Services Program,Brown-Meadows,Cancelled,2023-06-23,,2023-09-09 01:07:00
818,PRJ-000818,Redefine Viral Niches Program,Cox and Sons,Planned,2024-10-13,,2024-11-11 07:59:00
1866,PRJ-001866,Evolve Plug-And-Play Applications Program,Martinez PLC,Active,2026-05-15,2026-12-01,2026-05-17 19:00:00
883,PRJ-000883,Engage Strategic Networks Program,"Stevens, Moore and Mack",Planned,2025-09-23,,2026-01-18 17:01:00
953,PRJ-000953,Engineer Synergistic E-Business Program,Brown PLC,Planned,2023-12-17,2025-08-06,2024-03-12 15:30:00
931,PRJ-000931,Deliver End-To-End Networks Program,"Harris, Hernandez and Williams",Active,2024-12-02,2026-01-24,2025-03-06 03:15:00
4942,PRJ-002088,Whiteboard Distributed E-Tailers Program Refresh,Drake Inc,On Hold,2026-08-06,2028-01-30,2027-02-16 23:53:00
1185,PRJ-001185,Strategize Interactive Initiatives Program,"Fox, Duarte and Turner",Planned,2021-06-02,2022-09-04,2021-08-17 20:42:00
2398,PRJ-002398,Incubate Front-End Networks Program,Thomas-Stewart,Completed,2025-09-16,2026-03-23,2025-12-05 17:30:00
3249,PRJ-003249,Utilize Plug-And-Play E-Commerce Program,Mullen PLC,Cancelled,2026-02-02,2026-04-04,2026-05-10 22:23:00
1501,PRJ-001501,Morph Ubiquitous Web Services Program,Warren Inc,Planned,2025-02-17,,2025-05-23 19:49:00
1494,PRJ-001494,Grow E-Business Relationships Program,Burke LLC,Planned,2019-12-12,2021-06-13,2020-03-25 12:03:00
1914,PRJ-001914,Matrix E-Business E-Business Program,"Rivera, Davis and Smith",Planned,2021-11-18,,2022-02-20 05:44:00
555,PRJ-000555,Innovate One-To-One Niches Program,Munoz Group,Active,2026-05-06,2026-08-25,2026-06-06 09:35:00
3694,PRJ-003694,Utilize E-Business Paradigms Program,Adams-Brown,On Hold,2024-07-10,2026-01-13,2024-09-25 17:44:00
4504,PRJ-000871,Expedite E-Business Supply-Chains Program Refresh,Roman-Hernandez,On Hold,2022-08-29,2022-12-10,2023-01-21 13:56:00
3075,PRJ-003075,Mesh Turn-Key Vortals Program,Davis-Blackburn,Cancelled,2023-05-02,,2023-08-21 17:33:00
3853,PRJ-003853,Cultivate Killer E-Business Program,"Edwards, Hall and Jennings",On Hold,2026-10-27,2027-04-09,2027-01-09 01:48:00
4192,PRJ-004192,Matrix Web-Enabled Infrastructures Program,"Brooks, Craig and Jones",Planned,2026-02-09,,2026-04-04 02:54:00
4065,PRJ-004065,Syndicate Bleeding-Edge Users Program,Cameron-Bush,Planned,2021-10-23,,2021-11-09 19:44:00
2558,PRJ-002558,Mesh Visionary Paradigms Program,Brown PLC,Planned,2022-06-28,2024-09-09,2022-07-22 12:33:00
208,PRJ-000208,Strategize Distributed Content Program,"Ross, Roman and Nguyen",Active,2020-01-31,2021-01-03,2020-03-26 14:08:00
2159,PRJ-002159,Leverage Virtual Web-Readiness Program,Frye-Brown,Active,2026-11-27,,2027-03-11 04:22:00
2914,PRJ-002914,Empower Sticky Users Program,Rivera Group,On Hold,2019-02-07,,2019-04-24 00:24:00
4472,PRJ-000736,Exploit Killer Networks Program Refresh,Pacheco-Pratt,Planned,2019-04-29,2021-07-07,2019-07-22 18:17:00
2846,PRJ-002846,Generate Next-Generation Functionalities Program,"Wade, Williamson and Diaz",Cancelled,2019-01-22,2019-12-01,2019-01-23 18:25:00
815,PRJ-000815,Redefine Cross-Platform E-Business Program,"Williams, Mason and Johnson",Planned,2019-02-20,2021-04-30,2019-03-19 05:24:00
350,PRJ-000350,Redefine E-Business Eyeballs Program,"Lopez, Perry and Pena",Completed,2026-06-18,2026-11-08,2026-10-03 23:38:00
3297,PRJ-003297,Deliver Holistic Partnerships Program,Rojas-Romero,Active,2020-08-23,2022-10-29,2020-10-05 05:04:00
403,PRJ-000403,Architect Granular Mindshare Program,Vincent Ltd,Completed,2024-01-02,,2024-01-12 18:33:00
672,PRJ-000672,Leverage Back-End Experiences Program,Jackson-Torres,On Hold,2026-12-08,2029-05-22,2027-02-18 20:43:00
3688,PRJ-003688,Architect Turn-Key Partnerships Program,Owens Inc,On Hold,2024-09-02,2026-01-02,2024-11-07 02:57:00
2079,PRJ-002079,Streamline Value-Added Web-Readiness Program,"Rogers, Finley and Jackson",On Hold,2024-12-01,2026-01-07,2025-01-14 22:16:00
4153,PRJ-004153,Implement Interactive Deliverables Program,Clark Ltd,Planned,2025-06-09,,2025-08-14 07:58:00
368,PRJ-000368,Transition Value-Added Bandwidth Program,Carter-Dennis,On Hold,2020-12-21,,2021-02-03 16:40:00
3021,PRJ-003021,Deploy Front-End Communities Program,"Lopez, White and Carter",Completed,2019-08-26,2020-07-19,2019-09-15 15:08:00
2638,PRJ-002638,Leverage Innovative Deliverables Program,Bush-Morton,Active,2023-06-21,2024-04-01,2023-08-29 21:10:00
4767,PRJ-000869,Unleash Impactful Technologies Program Refresh,Wilson Group,On Hold,2025-11-03,,2026-08-14 09:02:00
17,PRJ-000017,Innovate Dynamic Markets Program,Webb-Spence,On Hold,2025-03-16,,2025-03-16 19:41:00
1585,PRJ-001585,Incentivize B2B E-Business Program,"Jensen, Austin and Robinson",Active,2026-06-10,2027-10-31,2026-08-15 07:05:00
3698,PRJ-003698,Integrate Scalable Deliverables Program,"Wise, Rogers and Serrano",Completed,2023-10-03,2025-02-09,2023-11-12 04:13:00
3223,PRJ-003223,Syndicate Out-Of-The-Box Experiences Program,Hernandez-Garrett,On Hold,2024-03-12,2024-05-03,2024-04-19 22:02:00
3375,PRJ-003375,Productize Dynamic Web-Readiness Program,Johns Group,Cancelled,2020-11-22,,2021-03-21 12:34:00
4078,PRJ-004078,Transition Granular Functionalities Program,"Juarez, Cook and Carey",Planned,2023-11-30,2025-01-29,2024-02-02 00:02:00
4532,PRJ-003256,Redefine Robust Niches Program Refresh,Adams Ltd,Completed,2020-10-06,,2021-02-12 01:57:00
313,PRJ-000313,Streamline Strategic Communities Program,Reese-Johnson,Completed,2021-10-31,2022-02-01,2021-11-23 01:15:00
274,PRJ-000274,Morph Best-Of-Breed Eyeballs Program,"Fernandez, Butler and Ponce",Completed,2023-07-12,2024-08-12,2023-10-31 14:38:00
145,PRJ-000145,Morph Collaborative Channels Program,"Bell, Bradford and Vazquez",Cancelled,2019-07-13,,2019-08-20 02:46:00
3746,PRJ-003746,Generate Viral Users Program,Howard-Lee,Cancelled,2024-09-19,2026-08-01,2024-10-15 16:15:00
2984,PRJ-002984,Productize Cutting-Edge Relationships Program,Walker LLC,Completed,2023-07-25,2025-12-17,2023-10-03 17:41:00
1616,PRJ-001616,Embrace Strategic Platforms Program,Young-Sutton,Planned,2020-01-04,,2020-02-12 22:30:00
13,PRJ-000013,E-Enable Magnetic Metrics Program,"Brown, Hamilton and Williams",Cancelled,2019-10-07,2019-12-05,2019-12-20 19:41:00
35,PRJ-000035,Productize Cutting-Edge Niches Program,Mckenzie-Wright,On Hold,2025-08-12,2025-12-03,2025-09-22 17:37:00
2431,PRJ-002431,Re-Contextualize Collaborative Users Program,Arnold-Parks,Cancelled,2026-03-22,2026-08-24,2026-07-04 09:58:00
2291,PRJ-002291,Re-Intermediate Magnetic E-Markets Program,"Mason, Jackson and Lang",Cancelled,2025-03-08,,2025-05-23 09:50:00
2103,PRJ-002103,Orchestrate User-Centric Methodologies Program,Escobar Ltd,Active,2021-04-27,2021-09-25,2021-06-13 10:28:00
1345,PRJ-001345,Evolve Intuitive Interfaces Program,Lam PLC,Planned,2021-05-25,2023-01-22,2021-08-08 15:26:00
1934,PRJ-001934,Grow 24/365 Experiences Program,Dunn PLC,Cancelled,2025-10-09,2028-03-22,2026-01-14 17:42:00
4877,PRJ-000115,Productize Distributed Solutions Program Refresh,"Perez, Ward and Gill",Completed,2018-02-14,,2018-06-20 19:00:00
1898,PRJ-001898,Evolve Efficient Models Program,"Cordova, Miller and Haynes",Active,2018-07-19,2019-07-24,2018-09-29 23:34:00
2526,PRJ-002526,Revolutionize B2C Supply-Chains Program,Fernandez-Price,Planned,2024-10-06,2024-12-15,2024-12-28 14:39:00
1220,PRJ-001220,Monetize Seamless Metrics Program,Meyer Group,Completed,2023-11-13,,2024-02-24 02:31:00
4475,PRJ-001522,Re-Contextualize Cutting-Edge Metrics Program Refresh,"Shepard, Pearson and Patton",Completed,2026-10-19,2029-03-30,2027-03-20 09:15:00
924,PRJ-000924,Aggregate One-To-One Paradigms Program,Cole Ltd,Completed,2026-03-18,2028-04-16,2026-04-18 22:36:00
4172,PRJ-004172,Revolutionize Clicks-And-Mortar E-Business Program,"Salas, Robinson and Gallegos",Cancelled,2023-02-26,2025-02-17,2023-06-12 11:30:00
793,PRJ-000793,Mesh Killer Deliverables Program,"Mccormick, Aguirre and Washington",Cancelled,2018-03-26,2020-05-21,2018-05-28 13:16:00
4247,PRJ-004247,Optimize Compelling Synergies Program,Payne-Farrell,Active,2020-07-24,2021-07-14,2020-10-29 10:10:00
3317,PRJ-003317,Empower Virtual Experiences Program,"Villanueva, Gallegos and Evans",Cancelled,2021-01-31,2023-03-17,2021-02-01 07:21:00
1245,PRJ-001245,Enable Compelling Initiatives Program,Fisher-Morales,On Hold,2020-11-15,2023-04-19,2021-02-22 07:19:00
2843,PRJ-002843,Implement Efficient E-Business Program,Ibarra and Sons,On Hold,2018-08-03,2019-05-30,2018-10-29 23:38:00
543,PRJ-000543,Innovate Innovative Partnerships Program,Hunter-Hawkins,Active,2018-02-03,,2018-05-20 01:19:00
625,PRJ-000625,Iterate Plug-And-Play Vortals Program,Barton Inc,Active,2026-01-20,,2026-04-30 16:04:00
1320,PRJ-001320,Incubate Distributed E-Markets Program,Griffin LLC,Planned,2023-04-10,,2023-08-01 07:09:00
4785,PRJ-000350,Redefine E-Business Eyeballs Program Refresh,"Lopez, Perry and Pena",Completed,2026-06-18,2026-11-08,2027-04-01 11:38:00
1513,PRJ-001513,Morph Dynamic Markets Program,"Williamson, Rowland and Lambert",On Hold,2021-10-11,2022-11-01,2022-02-01 18:41:00
3431,PRJ-003431,Maximize Granular Bandwidth Program,"Rivera, Barnes and Shaw",Completed,2025-10-07,,2026-02-03 20:24:00
4736,PRJ-002151,Morph Efficient Convergence Program Refresh,Dalton and Sons,Planned,2021-05-25,2022-08-07,2021-10-21 17:42:00
573,PRJ-000573,Re-Contextualize Front-End Metrics Program,Ramirez-Watson,On Hold,2020-01-08,2022-04-11,2020-02-03 19:07:00
3581,PRJ-003581,Synergize Real-Time Architectures Program,Blake-Roberts,Cancelled,2026-04-25,,2026-05-30 16:46:00
2974,PRJ-002974,Mesh Plug-And-Play Synergies Program,"Mendoza, Perkins and Alvarez",Completed,2024-05-17,2025-10-30,2024-06-29 06:21:00
1815,PRJ-001815,Unleash End-To-End E-Business Program,Perez-Henson,On Hold,2024-08-12,,2024-10-22 19:39:00
4113,PRJ-004113,Utilize Mission-Critical Web Services Program,"Davis, Boyd and Maldonado",Planned,2023-04-13,2023-12-01,2023-08-05 22:24:00
2511,PRJ-002511,Seize Robust Metrics Program,"Bell, Williams and Flores",Active,2022-11-24,,2023-01-02 12:51:00
4884,PRJ-000908,Grow Mission-Critical Web-Readiness Program Refresh,Lee-Atkins,Completed,2024-08-23,,2025-03-27 12:48:00
250,PRJ-000250,Repurpose Plug-And-Play Communities Program,Butler-Haas,Completed,2023-08-26,2024-01-02,2023-12-10 18:47:00
2721,PRJ-002721,Aggregate Impactful Solutions Program,"Hunter, Ramirez and Crawford",Active,2025-03-03,,2025-06-26 07:24:00
1771,PRJ-001771,Iterate User-Centric Convergence Program,"Austin, Joseph and Stein",Active,2021-08-04,2022-09-09,2021-08-21 16:55:00
697,PRJ-000697,Incubate Efficient Infrastructures Program,Tucker-Berry,Completed,2020-02-23,,2020-05-19 11:20:00
3314,PRJ-003314,Innovate 24/7 E-Business Program,Coffey-Scott,Planned,2026-06-18,,2026-08-29 08:00:00
1140,PRJ-001140,Deliver Enterprise Paradigms Program,Lee-Mills,Cancelled,2018-08-19,2019-08-12,2018-10-22 04:30:00
1905,PRJ-001905,Exploit Global Vortals Program,Frazier Ltd,Active,2020-10-04,2022-05-01,2021-01-27 05:42:00
4074,PRJ-004074,Enhance Visionary Schemas Program,Martin-Coleman,Cancelled,2023-11-13,,2024-01-08 16:53:00
323,PRJ-000323,Grow 24/365 Portals Program,Ramsey-Johnston,On Hold,2025-08-28,,2025-11-11 13:15:00
858,PRJ-000858,Extend Web-Enabled Communities Program,Carr-Wise,Active,2024-08-25,2026-09-25,2024-11-04 06:31:00
834,PRJ-000834,Incubate Holistic Infrastructures Program,Davis Group,Active,2018-04-17,2020-01-09,2018-08-13 16:39:00
2633,PRJ-002633,Strategize Viral Solutions Program,Williams PLC,Completed,2022-06-02,2023-04-25,2022-09-04 10:22:00
2568,PRJ-002568,Re-Contextualize Magnetic Models Program,Baker-Hamilton,Completed,2020-08-06,2022-04-23,2020-11-30 08:31:00
1805,PRJ-001805,Empower Bleeding-Edge Supply-Chains Program,Smith Ltd,Active,2024-12-19,2026-01-26,2025-03-07 21:13:00
2693,PRJ-002693,Mesh E-Business Markets Program,Hartman Inc,On Hold,2019-02-16,,2019-05-28 09:51:00
3897,PRJ-003897,Evolve Back-End Action-Items Program,Greene Ltd,Active,2025-01-27,2025-11-26,2025-01-29 11:43:00
3769,PRJ-003769,Unleash End-To-End Applications Program,Reese-Smith,Planned,2020-12-27,2022-12-03,2021-03-21 08:53:00
1648,PRJ-001648,Syndicate Frictionless E-Services Program,"Thomas, Andrade and Monroe",On Hold,2021-08-26,2023-07-14,2021-11-16 19:07:00
1235,PRJ-001235,Incubate Clicks-And-Mortar Content Program,Sutton Group,Active,2021-01-02,2021-12-16,2021-03-21 14:08:00
3222,PRJ-003222,Synthesize End-To-End Synergies Program,"Adams, Barnett and Boyd",Completed,2020-08-14,2022-09-09,2020-11-11 18:08:00
1892,PRJ-001892,Re-Contextualize Holistic Systems Program,King-Humphrey,On Hold,2025-08-24,,2025-10-30 05:48:00
375,PRJ-000375,Generate Magnetic Technologies Program,Gay Group,Cancelled,2018-10-25,2020-02-27,2018-12-06 04:41:00
525,PRJ-000525,Utilize Efficient E-Tailers Program,Sullivan Group,Planned,2020-02-22,2022-04-10,2020-03-03 20:00:00
2374,PRJ-002374,Target B2B Communities Program,Mccoy-Rodriguez,Planned,2019-03-23,,2019-07-18 21:18:00
831,PRJ-000831,Drive Enterprise Metrics Program,Carroll-Jones,Active,2025-10-15,2027-06-11,2025-11-01 14:24:00
4962,PRJ-002184,Transform Interactive Synergies Program Refresh,"Brooks, Jenkins and Weber",Planned,2026-06-08,2028-05-10,2027-02-09 21:12:00
1597,PRJ-001597,Brand 24/7 Web-Readiness Program,Parker-Hanson,Completed,2023-01-15,2025-05-31,2023-04-03 10:14:00
2512,PRJ-002512,Transition Wireless Niches Program,"Obrien, Allen and Miller",On Hold,2021-06-17,2022-03-05,2021-09-18 06:07:00
85,PRJ-000085,Productize Strategic Models Program,Williams and Sons,Planned,2025-08-19,2026-08-23,2025-11-17 11:24:00
1933,PRJ-001933,Reinvent Compelling Experiences Program,Taylor-Moreno,Active,2026-03-28,,2026-04-23 05:37:00
3392,PRJ-003392,Enhance Intuitive Deliverables Program,"Medina, Anderson and Hickman",Cancelled,2022-02-19,2023-10-04,2022-03-24 18:47:00
31,PRJ-000031,Enable Efficient Functionalities Program,Shelton Ltd,On Hold,2020-06-18,2022-07-11,2020-07-06 23:00:00
2966,PRJ-002966,E-Enable Mission-Critical Bandwidth Program,Reed-Taylor,Completed,2021-02-08,2022-02-09,2021-04-05 14:44:00
4818,PRJ-002097,Embrace Customized Solutions Program Refresh,"Fuentes, Garrett and Mullen",Planned,2018-06-22,2019-03-16,2018-11-11 04:19:00
864,PRJ-000864,Scale Cross-Platform Users Program,Lopez PLC,Planned,2019-04-14,2021-07-20,2019-06-14 08:31:00
2342,PRJ-002342,Engineer Collaborative Portals Program,Zimmerman Ltd,Cancelled,2019-04-12,,2019-08-02 21:00:00
3580,PRJ-003580,Utilize Innovative Infrastructures Program,Guzman-Watkins,Planned,2025-06-26,2027-02-05,2025-08-27 09:43:00
2173,PRJ-002173,Monetize One-To-One Relationships Program,Henderson-White,On Hold,2025-08-16,2027-08-02,2025-10-11 09:44:00
3409,PRJ-003409,Aggregate B2B Supply-Chains Program,"White, Garner and Arnold",On Hold,2024-12-15,2025-10-11,2025-03-14 20:42:00
3959,PRJ-003959,Re-Intermediate 24/7 Experiences Program,"Martin, Gentry and Townsend",Planned,2020-02-26,2020-06-10,2020-03-20 02:04:00
2121,PRJ-002121,Generate Bleeding-Edge Synergies Program,Camacho-Smith,Cancelled,2022-10-16,2025-01-08,2022-12-17 10:00:00
2885,PRJ-002885,Cultivate Revolutionary Communities Program,"Smith, Johnson and Smith",Planned,2019-11-09,,2020-01-13 09:26:00
4552,PRJ-003066,Productize Bleeding-Edge E-Business Program Refresh,Campbell PLC,Planned,2023-03-21,2024-02-07,2023-09-03 23:31:00
3922,PRJ-003922,Expedite Seamless Vortals Program,Richardson-Booth,Cancelled,2018-11-21,2019-10-10,2018-12-24 21:07:00
3433,PRJ-003433,Envisioneer Compelling Schemas Program,"Smith, Bass and Anderson",Planned,2023-11-21,2024-11-19,2024-01-12 00:49:00
1300,PRJ-001300,Generate Visionary Action-Items Program,Long-Smith,On Hold,2022-06-14,2023-12-23,2022-06-16 04:38:00
1335,PRJ-001335,Innovate Visionary Partnerships Program,Hanna Inc,Cancelled,2020-05-22,2021-03-29,2020-08-23 20:17:00
4360,PRJ-001362,Engage Innovative Infrastructures Program Refresh,"Small, Marshall and Kaiser",Cancelled,2022-02-08,2023-12-21,2022-11-11 10:39:00
2565,PRJ-002565,Streamline Best-Of-Breed Action-Items Program,Tucker-Woods,Active,2024-10-06,,2024-11-25 18:48:00
